"","title","event_description","observation_number","parliament_number","session_number","chamber_number","bill_number","event_number","member_name","event_date","event_chamber","document_url","parliament_path","session_path","chamber_path","bill_path","event_path","observation_path"
"1343","Refugees (Family Reunion) Bill [HL]","2nd reading (Minutes of Proceedings): House of Lords 15 December, 2017",1343,57,"2017-2019",2,32,4,"Baroness Hamwee"," 15 December, 2017","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=42277&sectionId=40&businessPaperDate=2017-12-15","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-32","/parliament-57/session-2017-2019/chamber-2/bill-32/event-4","/parliament-57/session-2017-2019/chamber-2/bill-32/event-4"
"1344","Refugees (Family Reunion) Bill [HL]","Committee: 1st sitting (Hansard): House of Lords 11 May, 2018",1344,57,"2017-2019",2,32,5,"Baroness Hamwee"," 11 May, 2018","House of Lords","https://hansard.parliament.uk/lords/2018-05-11/debates/D39E93BB-0744-4CB7-9A16-3B6403CA1FF9/Refugees(FamilyReunion)Bill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-32","/parliament-57/session-2017-2019/chamber-2/bill-32/event-5","/parliament-57/session-2017-2019/chamber-2/bill-32/event-5"
"1345","Refugees (Family Reunion) Bill [HL]","Committee: 1st sitting (Minutes of Proceedings): House of Lords 11 May, 2018",1345,57,"2017-2019",2,32,6,"Baroness Hamwee"," 11 May, 2018","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=48422&sectionId=40&businessPaperDate=2018-05-11","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-32","/parliament-57/session-2017-2019/chamber-2/bill-32/event-6","/parliament-57/session-2017-2019/chamber-2/bill-32/event-6"
"1346","Refugees (Family Reunion) Bill [HL]","Report stage (Hansard): House of Lords 24 May, 2018",1346,57,"2017-2019",2,32,7,"Baroness Hamwee"," 24 May, 2018","House of Lords","https://hansard.parliament.uk/lords/2018-05-24/debates/C34CDE0E-BDC6-4F56-9DCB-A9DCA4683B04/Refugees(FamilyReunion)Bill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-32","/parliament-57/session-2017-2019/chamber-2/bill-32/event-7","/parliament-57/session-2017-2019/chamber-2/bill-32/event-7"
"1347","Refugees (Family Reunion) Bill [HL]","Report stage (Minutes of Proceedings): House of Lords 24 May, 2018",1347,57,"2017-2019",2,32,8,"Baroness Hamwee"," 24 May, 2018","House of Lords","https://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=49072&sectionId=40&businessPaperDate=2018-05-24","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-32","/parliament-57/session-2017-2019/chamber-2/bill-32/event-8","/parliament-57/session-2017-2019/chamber-2/bill-32/event-8"
"1348","Refugees (Family Reunion) Bill [HL]","3rd reading (Hansard): House of Lords 3 July, 2018",1348,57,"2017-2019",2,32,9,"Baroness Hamwee"," 3 July, 2018","House of Lords","https://hansard.parliament.uk/lords/2018-07-03/debates/500D3DAF-42D4-4713-916B-2C78B6C933E9/Refugees(FamilyReunion)Bill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-32","/parliament-57/session-2017-2019/chamber-2/bill-32/event-9","/parliament-57/session-2017-2019/chamber-2/bill-32/event-9"
"1349","Refugees (Family Reunion) Bill [HL]","3rd reading (Minutes of Proceedings): House of Lords 3 July, 2018",1349,57,"2017-2019",2,32,10,"Baroness Hamwee"," 3 July, 2018","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=50759&sectionId=40&businessPaperDate=2018-07-03","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-32","/parliament-57/session-2017-2019/chamber-2/bill-32/event-10","/parliament-57/session-2017-2019/chamber-2/bill-32/event-10"
"1350","Refugees (Family Reunion) Bill [HL]","1st reading: House of Commons (no debate)",1350,57,"2017-2019",2,32,11,"Baroness Hamwee",NA,"House of Lords",NA,"/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-32","/parliament-57/session-2017-2019/chamber-2/bill-32/event-11","/parliament-57/session-2017-2019/chamber-2/bill-32/event-11"
"1351","Refugees (Family Reunion) Bill [HL]","1st reading (Hansard): House of Lords 27 June, 2017",1351,57,"2017-2019",2,33,1,"Tim Farron"," 27 June, 2017","House of Lords","https://hansard.parliament.uk/lords/2017-06-27/debates/2CC98499-E4DD-44CA-8EA9-1A299FE6DCC1/Refugees(FamilyReunion)Bill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-33","/parliament-57/session-2017-2019/chamber-2/bill-33/event-1","/parliament-57/session-2017-2019/chamber-2/bill-33/event-1"
"1352","Refugees (Family Reunion) Bill [HL]","1st reading (Minutes of Proceedings): House of Lords 27 June, 2017",1352,57,"2017-2019",2,33,2,"Tim Farron"," 27 June, 2017","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=36491&sectionId=40&businessPaperDate=2017-06-27","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-33","/parliament-57/session-2017-2019/chamber-2/bill-33/event-2","/parliament-57/session-2017-2019/chamber-2/bill-33/event-2"
"1353","Refugees (Family Reunion) Bill [HL]","2nd reading (Hansard): House of Lords 15 December, 2017",1353,57,"2017-2019",2,33,3,"Tim Farron"," 15 December, 2017","House of Lords","https://hansard.parliament.uk/lords/2017-12-15/debates/B90C7204-C90C-471D-830F-AB8B7BC45F67/Refugees(FamilyReunion)Bill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-33","/parliament-57/session-2017-2019/chamber-2/bill-33/event-3","/parliament-57/session-2017-2019/chamber-2/bill-33/event-3"
"1354","Refugees (Family Reunion) Bill [HL]","2nd reading (Minutes of Proceedings): House of Lords 15 December, 2017",1354,57,"2017-2019",2,33,4,"Tim Farron"," 15 December, 2017","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=42277&sectionId=40&businessPaperDate=2017-12-15","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-33","/parliament-57/session-2017-2019/chamber-2/bill-33/event-4","/parliament-57/session-2017-2019/chamber-2/bill-33/event-4"
"1355","Refugees (Family Reunion) Bill [HL]","Committee: 1st sitting (Hansard): House of Lords 11 May, 2018",1355,57,"2017-2019",2,33,5,"Tim Farron"," 11 May, 2018","House of Lords","https://hansard.parliament.uk/lords/2018-05-11/debates/D39E93BB-0744-4CB7-9A16-3B6403CA1FF9/Refugees(FamilyReunion)Bill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-33","/parliament-57/session-2017-2019/chamber-2/bill-33/event-5","/parliament-57/session-2017-2019/chamber-2/bill-33/event-5"
"1356","Refugees (Family Reunion) Bill [HL]","Committee: 1st sitting (Minutes of Proceedings): House of Lords 11 May, 2018",1356,57,"2017-2019",2,33,6,"Tim Farron"," 11 May, 2018","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=48422&sectionId=40&businessPaperDate=2018-05-11","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-33","/parliament-57/session-2017-2019/chamber-2/bill-33/event-6","/parliament-57/session-2017-2019/chamber-2/bill-33/event-6"
"1357","Refugees (Family Reunion) Bill [HL]","Report stage (Hansard): House of Lords 24 May, 2018",1357,57,"2017-2019",2,33,7,"Tim Farron"," 24 May, 2018","House of Lords","https://hansard.parliament.uk/lords/2018-05-24/debates/C34CDE0E-BDC6-4F56-9DCB-A9DCA4683B04/Refugees(FamilyReunion)Bill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-33","/parliament-57/session-2017-2019/chamber-2/bill-33/event-7","/parliament-57/session-2017-2019/chamber-2/bill-33/event-7"
"1358","Refugees (Family Reunion) Bill [HL]","Report stage (Minutes of Proceedings): House of Lords 24 May, 2018",1358,57,"2017-2019",2,33,8,"Tim Farron"," 24 May, 2018","House of Lords","https://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=49072&sectionId=40&businessPaperDate=2018-05-24","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-33","/parliament-57/session-2017-2019/chamber-2/bill-33/event-8","/parliament-57/session-2017-2019/chamber-2/bill-33/event-8"
"1359","Refugees (Family Reunion) Bill [HL]","3rd reading (Hansard): House of Lords 3 July, 2018",1359,57,"2017-2019",2,33,9,"Tim Farron"," 3 July, 2018","House of Lords","https://hansard.parliament.uk/lords/2018-07-03/debates/500D3DAF-42D4-4713-916B-2C78B6C933E9/Refugees(FamilyReunion)Bill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-33","/parliament-57/session-2017-2019/chamber-2/bill-33/event-9","/parliament-57/session-2017-2019/chamber-2/bill-33/event-9"
"1360","Refugees (Family Reunion) Bill [HL]","3rd reading (Minutes of Proceedings): House of Lords 3 July, 2018",1360,57,"2017-2019",2,33,10,"Tim Farron"," 3 July, 2018","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=50759&sectionId=40&businessPaperDate=2018-07-03","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-33","/parliament-57/session-2017-2019/chamber-2/bill-33/event-10","/parliament-57/session-2017-2019/chamber-2/bill-33/event-10"
"1361","Refugees (Family Reunion) Bill [HL]","1st reading: House of Commons (no debate)",1361,57,"2017-2019",2,33,11,"Tim Farron",NA,"House of Lords",NA,"/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-33","/parliament-57/session-2017-2019/chamber-2/bill-33/event-11","/parliament-57/session-2017-2019/chamber-2/bill-33/event-11"
"1362","Registration of Marriage Bill [HL]","1st reading (Hansard): House of Lords 29 June, 2017",1362,57,"2017-2019",2,34,1,"Bishop of St Albans"," 29 June, 2017","House of Lords","https://hansard.parliament.uk/lords/2017-06-29/debates/F5A9A2D1-77DA-403D-AF1F-1DEBE3A82EB7/RegistrationOfMarriageBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-34","/parliament-57/session-2017-2019/chamber-2/bill-34/event-1","/parliament-57/session-2017-2019/chamber-2/bill-34/event-1"
"1363","Registration of Marriage Bill [HL]","1st reading (Minutes of Proceedings): House of Lords 29 June, 2017",1363,57,"2017-2019",2,34,2,"Bishop of St Albans"," 29 June, 2017","House of Lords","http://lordsbusiness.parliament.uk/?businessPaperDate=2017-06-29&sectionId=40","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-34","/parliament-57/session-2017-2019/chamber-2/bill-34/event-2","/parliament-57/session-2017-2019/chamber-2/bill-34/event-2"
"1364","Registration of Marriage Bill [HL]","2nd reading (Hansard): House of Lords 26 January, 2018",1364,57,"2017-2019",2,34,3,"Bishop of St Albans"," 26 January, 2018","House of Lords","https://hansard.parliament.uk/lords/2018-01-26/debates/995F7EF7-72FA-485A-9C7B-32C221A381F0/RegistrationOfMarriageBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-34","/parliament-57/session-2017-2019/chamber-2/bill-34/event-3","/parliament-57/session-2017-2019/chamber-2/bill-34/event-3"
"1365","Registration of Marriage Bill [HL]","2nd reading (Minutes of Proceedings): House of Lords 26 January, 2018",1365,57,"2017-2019",2,34,4,"Bishop of St Albans"," 26 January, 2018","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=43979&sectionId=40&businessPaperDate=2018-01-26","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-34","/parliament-57/session-2017-2019/chamber-2/bill-34/event-4","/parliament-57/session-2017-2019/chamber-2/bill-34/event-4"
"1366","Registration of Marriage Bill [HL]","Committee: 1st sitting (Hansard): House of Lords 29 June, 2018",1366,57,"2017-2019",2,34,5,"Bishop of St Albans"," 29 June, 2018","House of Lords","https://hansard.parliament.uk/lords/2018-06-29/debates/9451B149-D5F9-404B-8CE4-F60F7E1D4923/RegistrationOfMarriageBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-34","/parliament-57/session-2017-2019/chamber-2/bill-34/event-5","/parliament-57/session-2017-2019/chamber-2/bill-34/event-5"
"1367","Registration of Marriage Bill [HL]","Committee: 1st sitting (Minutes of Proceedings): House of Lords 29 June, 2018",1367,57,"2017-2019",2,34,6,"Bishop of St Albans"," 29 June, 2018","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=50494&sectionId=40&businessPaperDate=2018-06-29","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-34","/parliament-57/session-2017-2019/chamber-2/bill-34/event-6","/parliament-57/session-2017-2019/chamber-2/bill-34/event-6"
"1368","Registration of Marriage Bill [HL]","Report stage (Hansard): House of Lords 17 July, 2018",1368,57,"2017-2019",2,34,7,"Bishop of St Albans"," 17 July, 2018","House of Lords","https://hansard.parliament.uk/lords/2018-07-17/debates/278BFFA9-2AB3-46FC-B1C2-5DA5861DAC5D/RegistrationOfMarriageBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-34","/parliament-57/session-2017-2019/chamber-2/bill-34/event-7","/parliament-57/session-2017-2019/chamber-2/bill-34/event-7"
"1369","Registration of Marriage Bill [HL]","Report stage (Minutes of Proceedings): House of Lords 17 July, 2018",1369,57,"2017-2019",2,34,8,"Bishop of St Albans"," 17 July, 2018","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=51565&sectionId=40&businessPaperDate=2018-07-17","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-34","/parliament-57/session-2017-2019/chamber-2/bill-34/event-8","/parliament-57/session-2017-2019/chamber-2/bill-34/event-8"
"1370","Registration of Marriage Bill [HL]","3rd reading (Hansard): House of Lords 24 July, 2018",1370,57,"2017-2019",2,34,9,"Bishop of St Albans"," 24 July, 2018","House of Lords","https://hansard.parliament.uk/lords/2018-07-24/debates/E8453DD3-DCB9-431A-86BA-472252DA65E4/RegistrationOfMarriageBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-34","/parliament-57/session-2017-2019/chamber-2/bill-34/event-9","/parliament-57/session-2017-2019/chamber-2/bill-34/event-9"
"1371","Registration of Marriage Bill [HL]","3rd reading (Minutes of Proceedings): House of Lords 24 July, 2018",1371,57,"2017-2019",2,34,10,"Bishop of St Albans"," 24 July, 2018","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=52014&sectionId=40&businessPaperDate=2018-07-24","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-34","/parliament-57/session-2017-2019/chamber-2/bill-34/event-10","/parliament-57/session-2017-2019/chamber-2/bill-34/event-10"
"1372","Registration of Marriage Bill [HL]","1st reading: House of Commons (no debate)",1372,57,"2017-2019",2,34,11,"Bishop of St Albans",NA,"House of Lords",NA,"/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-34","/parliament-57/session-2017-2019/chamber-2/bill-34/event-11","/parliament-57/session-2017-2019/chamber-2/bill-34/event-11"
"1373","Registration of Marriage Bill [HL]","1st reading (Hansard): House of Lords 29 June, 2017",1373,57,"2017-2019",2,35,1,"Dame Caroline Spelman"," 29 June, 2017","House of Lords","https://hansard.parliament.uk/lords/2017-06-29/debates/F5A9A2D1-77DA-403D-AF1F-1DEBE3A82EB7/RegistrationOfMarriageBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-35","/parliament-57/session-2017-2019/chamber-2/bill-35/event-1","/parliament-57/session-2017-2019/chamber-2/bill-35/event-1"
"1374","Registration of Marriage Bill [HL]","1st reading (Minutes of Proceedings): House of Lords 29 June, 2017",1374,57,"2017-2019",2,35,2,"Dame Caroline Spelman"," 29 June, 2017","House of Lords","http://lordsbusiness.parliament.uk/?businessPaperDate=2017-06-29&sectionId=40","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-35","/parliament-57/session-2017-2019/chamber-2/bill-35/event-2","/parliament-57/session-2017-2019/chamber-2/bill-35/event-2"
"1375","Registration of Marriage Bill [HL]","2nd reading (Hansard): House of Lords 26 January, 2018",1375,57,"2017-2019",2,35,3,"Dame Caroline Spelman"," 26 January, 2018","House of Lords","https://hansard.parliament.uk/lords/2018-01-26/debates/995F7EF7-72FA-485A-9C7B-32C221A381F0/RegistrationOfMarriageBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-35","/parliament-57/session-2017-2019/chamber-2/bill-35/event-3","/parliament-57/session-2017-2019/chamber-2/bill-35/event-3"
"1376","Registration of Marriage Bill [HL]","2nd reading (Minutes of Proceedings): House of Lords 26 January, 2018",1376,57,"2017-2019",2,35,4,"Dame Caroline Spelman"," 26 January, 2018","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=43979&sectionId=40&businessPaperDate=2018-01-26","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-35","/parliament-57/session-2017-2019/chamber-2/bill-35/event-4","/parliament-57/session-2017-2019/chamber-2/bill-35/event-4"
"1377","Registration of Marriage Bill [HL]","Committee: 1st sitting (Hansard): House of Lords 29 June, 2018",1377,57,"2017-2019",2,35,5,"Dame Caroline Spelman"," 29 June, 2018","House of Lords","https://hansard.parliament.uk/lords/2018-06-29/debates/9451B149-D5F9-404B-8CE4-F60F7E1D4923/RegistrationOfMarriageBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-35","/parliament-57/session-2017-2019/chamber-2/bill-35/event-5","/parliament-57/session-2017-2019/chamber-2/bill-35/event-5"
"1378","Registration of Marriage Bill [HL]","Committee: 1st sitting (Minutes of Proceedings): House of Lords 29 June, 2018",1378,57,"2017-2019",2,35,6,"Dame Caroline Spelman"," 29 June, 2018","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=50494&sectionId=40&businessPaperDate=2018-06-29","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-35","/parliament-57/session-2017-2019/chamber-2/bill-35/event-6","/parliament-57/session-2017-2019/chamber-2/bill-35/event-6"
"1379","Registration of Marriage Bill [HL]","Report stage (Hansard): House of Lords 17 July, 2018",1379,57,"2017-2019",2,35,7,"Dame Caroline Spelman"," 17 July, 2018","House of Lords","https://hansard.parliament.uk/lords/2018-07-17/debates/278BFFA9-2AB3-46FC-B1C2-5DA5861DAC5D/RegistrationOfMarriageBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-35","/parliament-57/session-2017-2019/chamber-2/bill-35/event-7","/parliament-57/session-2017-2019/chamber-2/bill-35/event-7"
"1380","Registration of Marriage Bill [HL]","Report stage (Minutes of Proceedings): House of Lords 17 July, 2018",1380,57,"2017-2019",2,35,8,"Dame Caroline Spelman"," 17 July, 2018","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=51565&sectionId=40&businessPaperDate=2018-07-17","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-35","/parliament-57/session-2017-2019/chamber-2/bill-35/event-8","/parliament-57/session-2017-2019/chamber-2/bill-35/event-8"
"1381","Registration of Marriage Bill [HL]","3rd reading (Hansard): House of Lords 24 July, 2018",1381,57,"2017-2019",2,35,9,"Dame Caroline Spelman"," 24 July, 2018","House of Lords","https://hansard.parliament.uk/lords/2018-07-24/debates/E8453DD3-DCB9-431A-86BA-472252DA65E4/RegistrationOfMarriageBill(HL)","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-35","/parliament-57/session-2017-2019/chamber-2/bill-35/event-9","/parliament-57/session-2017-2019/chamber-2/bill-35/event-9"
"1382","Registration of Marriage Bill [HL]","3rd reading (Minutes of Proceedings): House of Lords 24 July, 2018",1382,57,"2017-2019",2,35,10,"Dame Caroline Spelman"," 24 July, 2018","House of Lords","http://lordsbusiness.parliament.uk/ItemOfBusiness?itemOfBusinessId=52014&sectionId=40&businessPaperDate=2018-07-24","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-35","/parliament-57/session-2017-2019/chamber-2/bill-35/event-10","/parliament-57/session-2017-2019/chamber-2/bill-35/event-10"
"1383","Registration of Marriage Bill [HL]","1st reading: House of Commons (no debate)",1383,57,"2017-2019",2,35,11,"Dame Caroline Spelman",NA,"House of Lords",NA,"/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-2","/parliament-57/session-2017-2019/chamber-2/bill-35","/parliament-57/session-2017-2019/chamber-2/bill-35/event-11","/parliament-57/session-2017-2019/chamber-2/bill-35/event-11"
"1384","Registration of Marriage (No. 2) Bill","1st reading: House of Commons (no debate)",1384,57,"2017-2019",1,142,1,"Dame Caroline Spelman",NA,"House of Commons",NA,"/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-1","/parliament-57/session-2017-2019/chamber-1/bill-142","/parliament-57/session-2017-2019/chamber-1/bill-142/event-1","/parliament-57/session-2017-2019/chamber-1/bill-142/event-1"
"1385","Homelessness (End of Life Care) Bill","1st reading: House of Commons 7 February, 2018",1385,57,"2017-2019",1,143,1,"Sir Edward Davey"," 7 February, 2018","House of Commons","https://hansard.parliament.uk/commons/2018-02-07/debates/131E408E-AF90-4C09-A8EB-2C15006DDBF6/Homelessness(EndOfLifeCare)#contribution-3EDF6341-389D-4319-B669-7C826FEBBE41","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-1","/parliament-57/session-2017-2019/chamber-1/bill-143","/parliament-57/session-2017-2019/chamber-1/bill-143/event-1","/parliament-57/session-2017-2019/chamber-1/bill-143/event-1"
"1386","Football Offences (Amendment) Bill","1st reading: House of Commons (no debate)",1386,57,"2017-2019",1,144,1,"Damian Collins",NA,"House of Commons",NA,"/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-1","/parliament-57/session-2017-2019/chamber-1/bill-144","/parliament-57/session-2017-2019/chamber-1/bill-144/event-1","/parliament-57/session-2017-2019/chamber-1/bill-144/event-1"
"1387","Marriage and Civil Partnership (Minimum Age) Bill","1st reading: House of Commons 5 September, 2018",1387,57,"2017-2019",1,145,1,"Mrs Pauline Latham"," 5 September, 2018","House of Commons","https://hansard.parliament.uk/commons/2018-09-05/debates/5D278410-D657-4A69-BDB3-631424FDEA49/MarriageAndCivilPartnership(MinimumAge)#contribution-FA99C1BA-1E93-4A34-B45C-853C8864CF2E","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-1","/parliament-57/session-2017-2019/chamber-1/bill-145","/parliament-57/session-2017-2019/chamber-1/bill-145/event-1","/parliament-57/session-2017-2019/chamber-1/bill-145/event-1"
"1388","Assaults on Retail Workers (Offences) Bill","1st reading: House of Commons 9 October, 2018",1388,57,"2017-2019",1,146,1,"Alex Norris"," 9 October, 2018","House of Commons","https://hansard.parliament.uk/commons/2018-10-09/debates/1EAF2B8C-1EF4-45FE-B1C2-1929EAA00A72/AssaultsOnRetailWorkers(Offences)#debate-3602951","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-1","/parliament-57/session-2017-2019/chamber-1/bill-146","/parliament-57/session-2017-2019/chamber-1/bill-146/event-1","/parliament-57/session-2017-2019/chamber-1/bill-146/event-1"
"1389","Housing Reform Bill","1st reading: House of Commons 24 October, 2018",1389,57,"2017-2019",1,147,1,"Mr Richard Bacon"," 24 October, 2018","House of Commons","https://hansard.parliament.uk/commons/2018-10-24/debates/36B3ECFB-9015-4C88-9513-0E8D84AE355C/HousingReform#debate-3614747","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-1","/parliament-57/session-2017-2019/chamber-1/bill-147","/parliament-57/session-2017-2019/chamber-1/bill-147/event-1","/parliament-57/session-2017-2019/chamber-1/bill-147/event-1"
"1390","Automatic Travel Compensation Bill","1st reading: House of Commons 21 November, 2017",1390,57,"2017-2019",1,148,1,"Huw Merriman"," 21 November, 2017","House of Commons","https://hansard.parliament.uk/commons/2017-11-21/debates/E0105127-D5B1-4861-9B45-E3401324A933/AutomaticTravelCompensation","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-1","/parliament-57/session-2017-2019/chamber-1/bill-148","/parliament-57/session-2017-2019/chamber-1/bill-148/event-1","/parliament-57/session-2017-2019/chamber-1/bill-148/event-1"
"1391","Unsolicited Calls (Prevention)  Bill","1st reading: House of Commons 24 April, 2018",1391,57,"2017-2019",1,149,1,"Stephen Kerr"," 24 April, 2018","House of Commons","https://hansard.parliament.uk/commons/2018-04-24/debates/60AD860C-57CE-4CEB-A164-53112478B25E/UnsolicitedCalls(Prevention)#contribution-E0A27481-AD5C-4E99-A588-14BD498357AC","/parliament-57","/parliament-57/session-2017-2019","/parliament-57/session-2017-2019/chamber-1","/parliament-57/session-2017-2019/chamber-1/bill-149","/parliament-57/session-2017-2019/chamber-1/bill-149/event-1","/parliament-57/session-2017-2019/chamber-1/bill-149/event-1"
